47	header.datestamp.value
47	header.identifier.value
2	header.setSpec.1.value
2	header.setSpec.2.value
45	header.status
2	metadata.mods:mods.ID
2	metadata.mods:mods.mods:abstract.1.altFormat
2	metadata.mods:mods.mods:abstract.1.altRepGroup
2	metadata.mods:mods.mods:abstract.1.contentType
2	metadata.mods:mods.mods:abstract.1.xlink:type
2	metadata.mods:mods.mods:abstract.1.xml:lang
2	metadata.mods:mods.mods:abstract.2.altRepGroup
2	metadata.mods:mods.mods:abstract.2.value
2	metadata.mods:mods.mods:abstract.2.xlink:type
2	metadata.mods:mods.mods:abstract.2.xml:lang
2	metadata.mods:mods.mods:accessCondition.type
2	metadata.mods:mods.mods:accessCondition.xlink:href
2	metadata.mods:mods.mods:accessCondition.xlink:type
2	metadata.mods:mods.mods:classification.1.authorityURI
2	metadata.mods:mods.mods:classification.1.valueURI
2	metadata.mods:mods.mods:classification.2.authorityURI
2	metadata.mods:mods.mods:classification.2.generator
2	metadata.mods:mods.mods:classification.2.valueURI
2	metadata.mods:mods.mods:classification.3.authorityURI
1	metadata.mods:mods.mods:classification.3.generator
2	metadata.mods:mods.mods:classification.3.valueURI
2	metadata.mods:mods.mods:classification.4.authorityURI
2	metadata.mods:mods.mods:classification.4.valueURI
1	metadata.mods:mods.mods:classification.5.authority
1	metadata.mods:mods.mods:classification.5.authorityURI
1	metadata.mods:mods.mods:classification.5.displayLabel
1	metadata.mods:mods.mods:classification.5.value
1	metadata.mods:mods.mods:classification.5.valueURI
1	metadata.mods:mods.mods:classification.6.authority
1	metadata.mods:mods.mods:classification.6.displayLabel
1	metadata.mods:mods.mods:classification.6.value
2	metadata.mods:mods.mods:genre.1.authorityURI
2	metadata.mods:mods.mods:genre.1.type
2	metadata.mods:mods.mods:genre.1.valueURI
2	metadata.mods:mods.mods:genre.2.authority
2	metadata.mods:mods.mods:genre.2.value
2	metadata.mods:mods.mods:identifier.1.type
2	metadata.mods:mods.mods:identifier.1.value
2	metadata.mods:mods.mods:identifier.2.type
2	metadata.mods:mods.mods:identifier.2.value
2	metadata.mods:mods.mods:language.mods:languageTerm.authority
2	metadata.mods:mods.mods:language.mods:languageTerm.type
2	metadata.mods:mods.mods:language.mods:languageTerm.value
2	metadata.mods:mods.mods:location.mods:url.1.access
2	metadata.mods:mods.mods:location.mods:url.1.value
2	metadata.mods:mods.mods:location.mods:url.2.access
2	metadata.mods:mods.mods:location.mods:url.2.value
2	metadata.mods:mods.mods:location.mods:url.3.access
2	metadata.mods:mods.mods:location.mods:url.3.value
1	metadata.mods:mods.mods:location.mods:url.4.value
2	metadata.mods:mods.mods:name.1.mods:displayForm.value
2	metadata.mods:mods.mods:name.1.mods:nameIdentifier.1.type
2	metadata.mods:mods.mods:name.1.mods:nameIdentifier.1.value
2	metadata.mods:mods.mods:name.1.mods:nameIdentifier.2.type
2	metadata.mods:mods.mods:name.1.mods:nameIdentifier.2.value
2	metadata.mods:mods.mods:name.1.mods:namePart.1.type
2	metadata.mods:mods.mods:name.1.mods:namePart.1.value
2	metadata.mods:mods.mods:name.1.mods:namePart.2.type
2	metadata.mods:mods.mods:name.1.mods:namePart.2.value
2	metadata.mods:mods.mods:name.1.mods:role.mods:roleTerm.1.authority
2	metadata.mods:mods.mods:name.1.mods:role.mods:roleTerm.1.type
2	metadata.mods:mods.mods:name.1.mods:role.mods:roleTerm.1.value
2	metadata.mods:mods.mods:name.1.mods:role.mods:roleTerm.2.authority
2	metadata.mods:mods.mods:name.1.mods:role.mods:roleTerm.2.type
2	metadata.mods:mods.mods:name.1.mods:role.mods:roleTerm.2.value
2	metadata.mods:mods.mods:name.1.type
2	metadata.mods:mods.mods:name.1.xlink:type
1	metadata.mods:mods.mods:name.2.authorityURI
1	metadata.mods:mods.mods:name.2.mods:displayForm.value
1	metadata.mods:mods.mods:name.2.mods:nameIdentifier.type
1	metadata.mods:mods.mods:name.2.mods:nameIdentifier.value
1	metadata.mods:mods.mods:name.2.mods:namePart.1.type
1	metadata.mods:mods.mods:name.2.mods:namePart.1.value
1	metadata.mods:mods.mods:name.2.mods:namePart.2.type
