Studierende	http://purl.org/dcx/lrmi-vocabs/educationalAudienceRole/student
Interessierte Öffentlichkeit	http://purl.org/dcx/lrmi-vocabs/educationalAudienceRole/generalPublic
Experten anderer Fachgebiete	http://purl.org/dcx/lrmi-vocabs/educationalAudienceRole/professional
